date,option-ret,if-ret,if-ret-var,option-ret-var,option-price(shi1)
2024-05-07 10:34:00,0.0243572,0.00165089,14.1493,0.00129817,0.0757
2024-05-07 10:35:00,0.0108254,0.00115562,13.9553,0.00129817,0.0747
2024-05-07 10:36:00,0.0121786,0.00110059,13.8056,0.00129817,0.0748
2024-05-07 10:37:00,0.0216509,0.0014858,13.6273,0.00129817,0.0755
2024-05-07 10:38:00,0.0121786,0.00132071,13.4412,0.00129817,0.0748
2024-05-07 10:39:00,0.0121786,0.00132071,13.2609,0.00129817,0.0748
2024-05-07 10:40:00,0.0108254,0.00121065,13.1082,0.00129817,0.0747
2024-05-07 10:41:00,-0.00405954,0.000825446,13.0111,0.00129817,0.0736
2024-05-07 10:42:00,0.0,0.00104556,12.9234,0.00129817,0.0739
2024-05-07 10:43:00,-0.0216509,0.000275149,12.9414,0.00129817,0.0723
2024-05-07 10:44:00,-0.0270636,0.000165089,13.1313,0.00129817,0.0719
2024-05-07 10:45:00,-0.0257104,0.000275149,13.3281,0.00129817,0.072
2024-05-07 10:46:00,-0.0243572,0.000165089,13.4817,0.00129817,0.0721
2024-05-07 10:47:00,-0.0257104,0.000385208,13.5806,0.00129817,0.072
2024-05-07 10:48:00,-0.0284168,0.000110059,13.6998,0.00129817,0.0718
2024-05-07 10:49:00,-0.0230041,0.000275149,13.8144,0.00129817,0.0722
2024-05-07 10:50:00,-0.0405954,-0.000220119,14.0247,0.00129817,0.0709
2024-05-07 10:51:00,-0.0365359,-0.000110059,14.3181,0.00129817,0.0712
2024-05-07 10:52:00,-0.0351827,0.0,14.5551,0.00129817,0.0713
2024-05-07 10:53:00,-0.0487145,-0.000440238,14.8296,0.00129817,0.0703
2024-05-07 10:54:00,-0.052774,-0.000605327,15.2564,0.00129817,0.07
2024-05-07 10:55:00,-0.0608931,-0.000550297,15.71,0.00129817,0.0694
2024-05-07 10:56:00,-0.0500677,-0.000275149,16.0347,0.00129817,0.0702
2024-05-07 10:57:00,-0.0514208,-0.000495267,16.34,0.00129817,0.0701
2024-05-07 10:58:00,-0.0554804,-0.000605327,16.7258,0.00129817,0.0698
2024-05-07 10:59:00,-0.0568336,-0.000605327,17.0753,0.00129817,0.0697
2024-05-07 11:00:00,-0.0730717,-0.000935505,17.5604,0.00129817,0.0685
2024-05-07 11:01:00,-0.0392422,0.0,17.8366,0.00129817,0.071
2024-05-07 11:02:00,-0.02977,0.000220119,17.8509,0.00129817,0.0717
2024-05-07 11:03:00,-0.0284168,0.000220119,17.786,0.00129817,0.0718
2024-05-07 11:04:00,-0.0230041,0.000385208,17.7157,0.00129817,0.0722
2024-05-07 11:05:00,-0.0311231,0.000330178,17.6341,0.00129817,0.0716
2024-05-07 11:06:00,-0.0284168,0.000330178,17.5553,0.00129817,0.0718
2024-05-07 11:07:00,-0.0311231,0.000330178,17.4796,0.00129817,0.0716
2024-05-07 11:08:00,-0.0270636,0.000385208,17.4021,0.00129817,0.0719
2024-05-07 11:09:00,-0.0216509,0.000440238,17.2909,0.00129817,0.0723
2024-05-07 11:10:00,-0.0324763,0.000110059,17.2341,0.00129817,0.0715
2024-05-07 11:11:00,-0.0351827,0.000110059,17.2072,0.00129817,0.0713
2024-05-07 11:12:00,-0.0392422,0.0,17.2054,0.00129817,0.071
2024-05-07 11:13:00,-0.037889,-0.000110059,17.226,0.00129817,0.0711
2024-05-07 11:14:00,-0.0419486,-0.000165089,17.2769,0.00129817,0.0708
2024-05-07 11:15:00,-0.02977,0.000220119,17.2741,0.00129817,0.0717
2024-05-07 11:16:00,-0.0230041,0.000385208,17.2056,0.00129817,0.0722
2024-05-07 11:17:00,-0.0216509,0.000385208,17.1089,0.00129817,0.0723
2024-05-07 11:18:00,-0.0189445,0.000220119,17.0343,0.00129817,0.0725
2024-05-07 11:19:00,-0.0365359,-0.000165089,17.0175,0.00129817,0.0712
2024-05-07 11:20:00,-0.0270636,0.000165089,17.0015,0.00129817,0.0719
2024-05-07 11:21:00,-0.0351827,-0.000110059,16.9697,0.00129817,0.0713
2024-05-07 11:22:00,-0.0405954,-5.5e-05,16.9709,0.00129817,0.0709
2024-05-07 11:23:00,-0.0351827,0.000165089,16.9454,0.00129817,0.0713
2024-05-07 11:24:00,-0.0392422,0.000110059,16.8992,0.00129817,0.071
2024-05-07 11:25:00,-0.0351827,0.000165089,16.8698,0.00129817,0.0713
2024-05-07 11:26:00,-0.0405954,0.000110059,16.8192,0.00129817,0.0709
2024-05-07 11:27:00,-0.0392422,5.50297e-05,16.7843,0.00129817,0.071
2024-05-07 11:28:00,-0.0568336,-0.000550297,16.8326,0.00129817,0.0697
2024-05-07 11:29:00,-0.0581867,-0.000550297,16.9544,0.00129817,0.0696
2024-05-07 11:30:00,-0.0635995,-0.000605327,17.0836,0.00129817,0.0692
2024-05-07 13:01:00,-0.0460081,-0.000330178,17.1763,0.00129817,0.0705
2024-05-07 13:02:00,-0.02977,0.000385208,17.1407,0.00129817,0.0717
2024-05-07 13:03:00,-0.0257104,0.000330178,17.0447,0.00129817,0.072
2024-05-07 13:04:00,-0.0202977,0.000550297,16.9385,0.00129817,0.0724
2024-05-07 13:05:00,-0.014885,0.000660357,16.8139,0.00129817,0.0728
2024-05-07 13:06:00,-0.0189445,0.000385208,16.6986,0.00129817,0.0725
2024-05-07 13:07:00,-0.0121786,0.000550297,16.5945,0.00129817,0.073
2024-05-07 13:08:00,-0.0202977,0.000220119,16.502,0.00129817,0.0724
2024-05-07 13:09:00,-0.0162382,0.000605327,16.406,0.00129817,0.0727
2024-05-07 13:10:00,-0.014885,0.000660357,16.2921,0.00129817,0.0728
2024-05-07 13:11:00,-0.0230041,0.000385208,16.1882,0.00129817,0.0722
2024-05-07 13:12:00,-0.0257104,0.000275149,16.1111,0.00129817,0.072
2024-05-07 13:13:00,-0.0257104,0.000220119,16.0365,0.00129817,0.072
2024-05-07 13:14:00,-0.02977,0.000275149,15.9686,0.00129817,0.0717
2024-05-07 13:15:00,-0.0216509,0.000440238,15.8849,0.00129817,0.0723
2024-05-07 13:16:00,-0.0243572,0.000275149,15.8032,0.00129817,0.0721
2024-05-07 13:17:00,-0.0121786,0.000605327,15.7114,0.00129817,0.073
2024-05-07 13:18:00,-0.0189445,0.000440238,15.6117,0.00129817,0.0725
2024-05-07 13:19:00,-0.0189445,0.000550297,15.516,0.00129817,0.0725
2024-05-07 13:20:00,-0.0108254,0.000715386,15.4128,0.00129817,0.0731
2024-05-07 13:21:00,-0.0121786,0.000660357,15.3076,0.00129817,0.073
2024-05-07 13:22:00,-0.0189445,0.000605327,15.2064,0.00129817,0.0725
2024-05-07 13:23:00,-0.02977,0.000165089,15.1287,0.00129817,0.0717
2024-05-07 13:24:00,-0.0216509,0.000385208,15.0558,0.00129817,0.0723
2024-05-07 13:25:00,-0.02977,0.000220119,14.9791,0.00129817,0.0717
2024-05-07 13:26:00,-0.0243572,0.000385208,14.9077,0.00129817,0.0721
2024-05-07 13:27:00,-0.0162382,0.000550297,14.8235,0.00129817,0.0727
2024-05-07 13:28:00,-0.00947226,0.000825446,14.7287,0.00129817,0.0732
2024-05-07 13:29:00,-0.0121786,0.000550297,14.6335,0.00129817,0.073
2024-05-07 13:30:00,-0.00405954,0.000825446,14.5394,0.00129817,0.0736
2024-05-07 13:31:00,-0.0189445,0.000440238,14.4499,0.00129817,0.0725
2024-05-07 13:32:00,-0.00811908,0.000605327,14.3649,0.00129817,0.0733
2024-05-07 13:33:00,-0.00947226,0.000770416,14.2755,0.00129817,0.0732
2024-05-07 13:34:00,-0.00270636,0.000770416,14.1845,0.00129817,0.0737
2024-05-07 13:35:00,0.00811908,0.00115562,14.0945,0.00129817,0.0745
2024-05-07 13:36:00,0.0189445,0.00137574,14.0156,0.00129817,0.0753
2024-05-07 13:37:00,0.0243572,0.00170592,13.9645,0.00129817,0.0757
2024-05-07 13:38:00,0.0202977,0.00154083,13.9158,0.00129817,0.0754
2024-05-07 13:39:00,0.0257104,0.00154083,13.8646,0.00129817,0.0758
2024-05-07 13:40:00,0.0121786,0.00126568,13.7995,0.00129817,0.0748
2024-05-07 13:41:00,0.0216509,0.0014858,13.7301,0.00129817,0.0755
2024-05-07 13:42:00,0.0230041,0.0014858,13.6719,0.00129817,0.0756
2024-05-07 13:43:00,0.00405954,0.000935505,13.5982,0.00129817,0.0742
2024-05-07 13:44:00,0.00405954,0.000935505,13.5155,0.00129817,0.0742
2024-05-07 13:45:00,0.0189445,0.00132071,13.4384,0.00129817,0.0753
2024-05-07 13:46:00,0.0216509,0.00137574,13.3729,0.00129817,0.0755
2024-05-07 13:47:00,0.0202977,0.00126568,13.3067,0.00129817,0.0754
2024-05-07 13:48:00,0.02977,0.00165089,13.2515,0.00129817,0.0761
2024-05-07 13:49:00,0.0365359,0.00170592,13.2165,0.00129817,0.0766
2024-05-07 13:50:00,0.0419486,0.00198107,13.2026,0.00129817,0.077
2024-05-07 13:51:00,0.0405954,0.00176095,13.1943,0.00129817,0.0769
2024-05-07 13:52:00,0.0419486,0.00192604,13.1849,0.00129817,0.077
2024-05-07 13:53:00,0.0581867,0.00220119,13.21,0.00129817,0.0782
2024-05-07 13:54:00,0.0365359,0.00165089,13.2028,0.00129817,0.0766
2024-05-07 13:55:00,0.0351827,0.00176095,13.1748,0.00129817,0.0765
2024-05-07 13:56:00,0.0419486,0.00181598,13.1485,0.00129817,0.077
2024-05-07 13:57:00,0.0324763,0.00159586,13.1204,0.00129817,0.0763
2024-05-07 13:58:00,0.0324763,0.00154083,13.0699,0.00129817,0.0763
2024-05-07 13:59:00,0.0392422,0.00181598,13.0328,0.00129817,0.0768
2024-05-07 14:00:00,0.0392422,0.00176095,13.0105,0.00129817,0.0768
2024-05-07 14:01:00,0.0568336,0.00220119,13.0133,0.00129817,0.0781
2024-05-07 14:02:00,0.067659,0.00242131,13.0725,0.00129817,0.0789
2024-05-07 14:03:00,0.052774,0.00209113,13.1198,0.00129817,0.0778
2024-05-07 14:04:00,0.052774,0.00209113,13.1431,0.00129817,0.0778
2024-05-07 14:05:00,0.0405954,0.00176095,13.1318,0.00129817,0.0769
2024-05-07 14:06:00,0.0446549,0.00181598,13.1025,0.00129817,0.0772
2024-05-07 14:07:00,0.0514208,0.00209113,13.097,0.00129817,0.0777
2024-05-07 14:08:00,0.0514208,0.00225622,13.1168,0.00129817,0.0777
2024-05-07 14:09:00,0.0500677,0.00198107,13.1316,0.00129817,0.0776
2024-05-07 14:10:00,0.0311231,0.00159586,13.102,0.00129817,0.0762
2024-05-07 14:11:00,0.0338295,0.00170592,13.0573,0.00129817,0.0764
2024-05-07 14:12:00,0.0284168,0.0014858,13.0101,0.00129817,0.076
2024-05-07 14:13:00,0.0311231,0.0014858,12.9568,0.00129817,0.0762
2024-05-07 14:14:00,0.00947226,0.000935505,12.8947,0.00129817,0.0746
2024-05-07 14:15:00,0.0067659,0.000880475,12.8289,0.00129817,0.0744
2024-05-07 14:16:00,0.0108254,0.00110059,12.7636,0.00129817,0.0747
2024-05-07 14:17:00,0.0175913,0.00132071,12.7003,0.00129817,0.0752
2024-05-07 14:18:00,0.0108254,0.00121065,12.6399,0.00129817,0.0747
2024-05-07 14:19:00,0.0135318,0.00110059,12.578,0.00129817,0.0749
2024-05-07 14:20:00,0.014885,0.00115562,12.517,0.00129817,0.075
2024-05-07 14:21:00,0.0135318,0.00115562,12.4557,0.00129817,0.0749
2024-05-07 14:22:00,-0.00947226,0.000660357,12.3975,0.00129817,0.0732
2024-05-07 14:23:00,-0.0067659,0.000605327,12.348,0.00129817,0.0734
2024-05-07 14:24:00,-0.0162382,0.000605327,12.3009,0.00129817,0.0727
2024-05-07 14:25:00,-0.0216509,0.000495267,12.2565,0.00129817,0.0723
2024-05-07 14:26:00,-0.0230041,0.000330178,12.2226,0.00129817,0.0722
2024-05-07 14:27:00,-0.0230041,0.000440238,12.1908,0.00129817,0.0722
2024-05-07 14:28:00,-0.0311231,0.000165089,12.1719,0.00129817,0.0716
2024-05-07 14:29:00,-0.0338295,5.50297e-05,12.1673,0.00129817,0.0714
2024-05-07 14:30:00,-0.02977,0.000110059,12.1606,0.00129817,0.0717
2024-05-07 14:31:00,-0.0216509,0.000165089,12.1488,0.00129817,0.0723
2024-05-07 14:32:00,-0.0257104,0.000275149,12.1285,0.00129817,0.072
2024-05-07 14:33:00,-0.0405954,-0.000165089,12.1332,0.00129817,0.0709
2024-05-07 14:34:00,-0.0351827,-0.000110059,12.1541,0.00129817,0.0713
2024-05-07 14:35:00,-0.037889,-5.5e-05,12.1645,0.00129817,0.0711
2024-05-07 14:36:00,-0.0500677,-0.000275149,12.2033,0.00129817,0.0702
2024-05-07 14:37:00,-0.037889,0.0,12.229,0.00129817,0.0711
2024-05-07 14:38:00,-0.0257104,0.000220119,12.2213,0.00129817,0.072
2024-05-07 14:39:00,-0.0257104,0.000165089,12.2074,0.00129817,0.072
2024-05-07 14:40:00,-0.0175913,0.000165089,12.1894,0.00129817,0.0726
2024-05-07 14:41:00,-0.0216509,0.000165089,12.1724,0.00129817,0.0723
2024-05-07 14:42:00,-0.0135318,0.000330178,12.1479,0.00129817,0.0729
2024-05-07 14:43:00,-0.0108254,0.000550297,12.1094,0.00129817,0.0731
2024-05-07 14:44:00,-0.0121786,0.000495267,12.0684,0.00129817,0.073
2024-05-07 14:45:00,-0.0067659,0.000605327,12.0264,0.00129817,0.0734
2024-05-07 14:46:00,-0.00135318,0.000770416,11.978,0.00129817,0.0738
2024-05-07 14:47:00,-0.00270636,0.000880475,11.9269,0.00129817,0.0737
2024-05-07 14:48:00,-0.00811908,0.000605327,11.8781,0.00129817,0.0733
2024-05-07 14:49:00,-0.00541272,0.000715386,11.8313,0.00129817,0.0735
2024-05-07 14:50:00,0.0,0.000715386,11.7826,0.00129817,0.0739
2024-05-07 14:51:00,-0.00811908,0.000550297,11.7374,0.00129817,0.0733
2024-05-07 14:52:00,-0.00811908,0.000660357,11.6939,0.00129817,0.0733
2024-05-07 14:53:00,-0.00811908,0.000715386,11.6474,0.00129817,0.0733
2024-05-07 14:54:00,-0.00405954,0.000660357,11.6018,0.00129817,0.0736
2024-05-07 14:55:00,-0.00405954,0.000825446,11.5553,0.00129817,0.0736
2024-05-07 14:56:00,0.00135318,0.000935505,11.5068,0.00129817,0.074
2024-05-07 14:57:00,0.00405954,0.000935505,11.4587,0.00129817,0.0742
2024-05-07 14:58:00,0.00405954,0.000990535,11.4106,0.00129817,0.0742
2024-05-07 14:59:00,0.00405954,0.000880475,11.363,0.00129817,0.0742
2024-05-07 15:00:00,0.00405954,0.000825446,11.3162,0.00129817,0.0742
2024-05-07 15:00:00,0.00811908,0.0,0.0,0.00129817,0.0745
2024-05-08 09:30:00,0.0,0.0,0.0,0.00342365,0.0693
2024-05-08 09:31:00,-0.0764791,0.0,0.0,0.00342365,0.064
2024-05-08 09:32:00,-0.0634921,0.000165545,12.355,0.00342365,0.0649
2024-05-08 09:33:00,-0.0620491,0.000441452,7.91667,0.00342365,0.065
2024-05-08 09:34:00,-0.0894661,-0.00071736,6.35583,0.00342365,0.0631
2024-05-08 09:35:00,-0.0937951,-0.00071736,7.733,0.00342365,0.0628
2024-05-08 09:36:00,-0.131313,-0.00165545,10.0393,0.00342365,0.0602
2024-05-08 09:37:00,-0.112554,-0.00115881,12.1543,0.00342365,0.0615
2024-05-08 09:38:00,-0.135642,-0.00171063,12.368,0.00342365,0.0599
2024-05-08 09:39:00,-0.138528,-0.00176581,13.1511,0.00342365,0.0597
2024-05-08 09:40:00,-0.121212,-0.0014899,13.161,0.00342365,0.0609
2024-05-08 09:41:00,-0.111111,-0.000938086,12.2607,0.00342365,0.0616
2024-05-08 09:42:00,-0.0981241,-0.000772542,11.2343,0.00342365,0.0625
2024-05-08 09:43:00,-0.0952381,-0.000772542,10.3494,0.00342365,0.0627
2024-05-08 09:44:00,-0.0995671,-0.000993268,9.58412,0.00342365,0.0624
2024-05-08 09:45:00,-0.118326,-0.00132436,9.06476,0.00342365,0.0611
2024-05-08 09:46:00,-0.126984,-0.00182099,8.99596,0.00342365,0.0605
2024-05-08 09:47:00,-0.10101,-0.000938086,8.73088,0.00342365,0.0623
2024-05-08 09:48:00,-0.0995671,-0.000827723,8.23886,0.00342365,0.0624
2024-05-08 09:49:00,-0.0808081,-0.000331089,7.89251,0.00342365,0.0637
2024-05-08 09:50:00,-0.0692641,0.000110363,7.87321,0.00342365,0.0645
2024-05-08 09:51:00,-0.0692641,5.51815e-05,7.99971,0.00342365,0.0645
2024-05-08 09:52:00,-0.0779221,-0.000110363,7.99545,0.00342365,0.0639
2024-05-08 09:53:00,-0.0735931,5.51815e-05,7.92213,0.00342365,0.0642
2024-05-08 09:54:00,-0.0692641,0.000165545,7.92616,0.00342365,0.0645
2024-05-08 09:55:00,-0.0779221,-0.000165545,7.8709,0.00342365,0.0639
2024-05-08 09:56:00,-0.0721501,5.51815e-05,7.76545,0.00342365,0.0643
2024-05-08 09:57:00,-0.0779221,0.0,7.67746,0.00342365,0.0639
2024-05-08 09:58:00,-0.0836941,-0.000275908,7.51724,0.00342365,0.0635
2024-05-08 09:59:00,-0.0721501,0.000110363,7.37116,0.00342365,0.0643
2024-05-08 10:00:00,-0.0721501,-0.000220726,7.25382,0.00342365,0.0643
2024-05-08 10:01:00,-0.0591631,0.000441452,7.2126,0.00342365,0.0652
2024-05-08 10:02:00,-0.0519481,0.000606997,7.44133,0.00342365,0.0657
2024-05-08 10:03:00,-0.0577201,0.000386271,7.64199,0.00342365,0.0653
2024-05-08 10:04:00,-0.0649351,0.000275908,7.70715,0.00342365,0.0648
2024-05-08 10:05:00,-0.0750361,-5.52e-05,7.59901,0.00342365,0.0641
2024-05-08 10:06:00,-0.0692641,0.0,7.45409,0.00342365,0.0645
2024-05-08 10:07:00,-0.0692641,-5.52e-05,7.33533,0.00342365,0.0645
2024-05-08 10:08:00,-0.0649351,0.000220726,7.22944,0.00342365,0.0648
2024-05-08 10:09:00,-0.0591631,0.000331089,7.15672,0.00342365,0.0652
2024-05-08 10:10:00,-0.0764791,-0.000220726,7.04393,0.00342365,0.064
2024-05-08 10:11:00,-0.0735931,-0.000165545,6.87652,0.00342365,0.0642
2024-05-08 10:12:00,-0.0822511,-0.000386271,6.71852,0.00342365,0.0636
2024-05-08 10:13:00,-0.0735931,-5.52e-05,6.57368,0.00342365,0.0642
2024-05-08 10:14:00,-0.0634921,0.000386271,6.50776,0.00342365,0.0649
2024-05-08 10:15:00,-0.0721501,0.000165545,6.47924,0.00342365,0.0643
2024-05-08 10:16:00,-0.0707071,0.000220726,6.42001,0.00342365,0.0644
2024-05-08 10:17:00,-0.0606061,0.000331089,6.39117,0.00342365,0.0651
2024-05-08 10:18:00,-0.0750361,0.0,6.30827,0.00342365,0.0641
2024-05-08 10:19:00,-0.0865801,-0.000331089,6.18946,0.00342365,0.0633
2024-05-08 10:20:00,-0.0937951,-0.000551815,6.06842,0.00342365,0.0628
2024-05-08 10:21:00,-0.0808081,-0.000331089,5.95277,0.00342365,0.0637
2024-05-08 10:22:00,-0.0865801,-0.000386271,5.83933,0.00342365,0.0633
2024-05-08 10:23:00,-0.0865801,-0.000551815,5.73874,0.00342365,0.0633
2024-05-08 10:24:00,-0.0880231,-0.000441452,5.63686,0.00342365,0.0632
2024-05-08 10:25:00,-0.0822511,-0.000220726,5.53783,0.00342365,0.0636
2024-05-08 10:26:00,-0.0909091,-0.000496634,5.44134,0.00342365,0.063
2024-05-08 10:27:00,-0.113997,-0.000827723,5.38492,0.00342365,0.0614
2024-05-08 10:28:00,-0.118326,-0.000827723,5.35846,0.00342365,0.0611
2024-05-08 10:29:00,-0.118326,-0.000827723,5.33512,0.00342365,0.0611
2024-05-08 10:30:00,-0.118326,-0.000993268,5.33239,0.00342365,0.0611
2024-05-08 10:31:00,-0.125541,-0.00126918,5.36464,0.00342365,0.0606
2024-05-08 10:32:00,-0.121212,-0.00110363,5.43853,0.00342365,0.0609
2024-05-08 10:33:00,-0.0995671,-0.000496634,5.3951,0.00342365,0.0624
2024-05-08 10:34:00,-0.0937951,-0.000275908,5.3115,0.00342365,0.0628
2024-05-08 10:35:00,-0.0981241,-0.000496634,5.23403,0.00342365,0.0625
2024-05-08 10:36:00,-0.0937951,-0.000275908,5.15698,0.00342365,0.0628
2024-05-08 10:37:00,-0.0981241,-0.000441452,5.08026,0.00342365,0.0625
2024-05-08 10:38:00,-0.102453,-0.00071736,5.01848,0.00342365,0.0622
2024-05-08 10:39:00,-0.0995671,-0.000551815,4.95838,0.00342365,0.0624
2024-05-08 10:40:00,-0.105339,-0.000827723,4.90327,0.00342365,0.062
2024-05-08 10:41:00,-0.125541,-0.00137954,4.94477,0.00342365,0.0606
2024-05-08 10:42:00,-0.119769,-0.00115881,5.01029,0.00342365,0.061
2024-05-08 10:43:00,-0.119769,-0.00104845,5.00865,0.00342365,0.061
2024-05-08 10:44:00,-0.109668,-0.000938086,4.99348,0.00342365,0.0617
2024-05-08 10:45:00,-0.105339,-0.000551815,4.94628,0.00342365,0.062
2024-05-08 10:46:00,-0.102453,-0.000386271,4.88263,0.00342365,0.0622
2024-05-08 10:47:00,-0.109668,-0.000606997,4.81963,0.00342365,0.0617
2024-05-08 10:48:00,-0.0995671,-0.000386271,4.75998,0.00342365,0.0624
2024-05-08 10:49:00,-0.103896,-0.000496634,4.70152,0.00342365,0.0621
2024-05-08 10:50:00,-0.105339,-0.000551815,4.64673,0.00342365,0.062
2024-05-08 10:51:00,-0.108225,-0.000551815,4.59415,0.00342365,0.0618
2024-05-08 10:52:00,-0.111111,-0.000772542,4.54747,0.00342365,0.0616
2024-05-08 10:53:00,-0.11544,-0.000882905,4.52041,0.00342365,0.0613
2024-05-08 10:54:00,-0.108225,-0.00071736,4.48806,0.00342365,0.0618
2024-05-08 10:55:00,-0.113997,-0.000772542,4.45043,0.00342365,0.0614
2024-05-08 10:56:00,-0.111111,-0.000772542,4.4166,0.00342365,0.0616
2024-05-08 10:57:00,-0.105339,-0.000496634,4.37142,0.00342365,0.062
2024-05-08 10:58:00,-0.111111,-0.000662179,4.32357,0.00342365,0.0616
2024-05-08 10:59:00,-0.111111,-0.00071736,4.28223,0.00342365,0.0616
2024-05-08 11:00:00,-0.111111,-0.000606997,4.24127,0.00342365,0.0616
2024-05-08 11:01:00,-0.116883,-0.000938086,4.21188,0.00342365,0.0612
2024-05-08 11:02:00,-0.111111,-0.000827723,4.18873,0.00342365,0.0616
2024-05-08 11:03:00,-0.112554,-0.000827723,4.16277,0.00342365,0.0615
